color,movie_title,language,country,budget,title_year,aspect_ratio
Color,Peeples ,English,USA,15000000,2013,2.35
Color,Three Burials ,English,France,15000000,2005,2.35
Color,Kiss Kiss Bang Bang ,English,USA,15000000,2005,2.35
Color,Blood and Chocolate ,English,USA,,2007,2.35
Color,Never Let Me Go ,English,UK,15000000,2010,2.35
Color,Transsiberian ,English,Spain,15000000,2008,2.35
Color,The Clan of the Cave Bear ,English,USA,15000000,1986,2.35
Color,Crazy in Alabama ,English,USA,15000000,1999,2.35
Color,Listening ,English,Cambodia,,2014,2.35
Color,Felicia's Journey ,English,Canada,,1999,2.35
Color,District B13 ,French,France,12000000,2004,2.35
Color,Buffalo Soldiers ,English,UK,15000000,2001,2.35
Color,Ong-bak 2 ,Thai,Thailand,300000000,2008,2.35
Color,Centurion ,English,UK,,2010,2.35
Color,Silent Trigger ,English,Canada,9000000,1996,2.35
Color,The Midnight Meat Train ,English,USA,15000000,2008,2.35
Color,The Son of No One ,English,USA,15000000,2011,2.35
Color,All the Queen's Men ,English,Germany,25000000,2001,2.35
Color,Bathory: Countess of Blood ,English,Slovakia,,2008,2.35
Color,Automata ,English,Bulgaria,7000000,2014,2.35
,Shinjuku Incident ,Mandarin,Hong Kong,15000000,2009,2.35
Color,Magic Mike XXL ,English,USA,14800000,2015,2.35
Color,Romeo + Juliet ,English,USA,14500000,1996,2.35
Color,Sarah's Key ,French,France,10000000,2010,2.35
Color,Unforgiven ,English,USA,14400000,1992,2.35
Color,Manderlay ,English,Denmark,14200000,2005,2.35
Color,Slumdog Millionaire ,English,UK,15000000,2008,2.35
Color,Crocodile Dundee II ,English,Australia,15800000,1988,2.35
Color,Broken Horses ,English,USA,15000000,2015,2.35
Color,Born on the Fourth of July ,English,USA,14000000,1989,2.35
Color,The Possession ,English,USA,14000000,2012,2.35
Color,First Blood ,English,USA,14000000,1982,2.35
Color,Stomp the Yard ,English,USA,14000000,2007,2.35
Color,The Spy Who Loved Me ,English,UK,14000000,1977,2.35
Color,Urban Legend ,English,USA,14000000,1998,2.35
Color,Good Deeds ,English,USA,,2012,2.35
Color,The Iron Lady ,English,UK,13000000,2011,2.35
Color,All About the Benjamins ,English,USA,14000000,2002,2.35
Color,An American Haunting ,English,UK,14000000,2005,2.35
Color,A Perfect Getaway ,English,USA,14000000,2009,2.35
Color,Our Family Wedding ,English,USA,14000000,2010,2.35
Color,Bobby ,English,USA,14000000,2006,2.35
Color,Head Over Heels ,English,USA,14000000,2001,2.35
Color,Fun Size ,English,USA,14000000,2012,2.35
Color,Little Children ,English,USA,26000000,2006,2.35
Color,Gossip ,English,USA,24000000,2000,2.35
Color,Catch a Fire ,English,France,14000000,2006,2.35
Color,Easy Virtue ,English,UK,,2008,2.35
Color,Caravans ,English,Iran,14000000,1978,2.35
Color,Mr. Turner ,English,UK,8200000,2014,2.35
Color,Wild Grass ,French,France,,2009,2.35
Color,Reign of Assassins ,Mandarin,China,12000000,2010,2.35
Color,Teenage Mutant Ninja Turtles ,English,USA,125000000,2014,2.35
Color,Seven Psychopaths ,English,UK,15000000,2012,2.35
Color,The Sea Inside ,Spanish,Spain,10000000,2004,2.35
Color,Black Swan ,English,USA,13000000,2010,2.35
Color,RoboCop ,English,USA,100000000,2014,2.35
Color,About Last Night ,English,USA,12500000,2014,2.35
Color,The Shallows ,English,USA,17000000,2016,2.35
Color,This Christmas ,English,USA,13000000,2007,2.35
Color,No Good Deed ,English,USA,13200000,2014,2.35
 Black and White,Ex Machina ,English,UK,15000000,2015,2.35
Color,Letters from Iwo Jima ,Japanese,USA,19000000,2006,2.35
Color,The Astronaut Farmer ,English,USA,13000000,2006,2.35
Color,Room ,English,Ireland,13000000,2015,2.35
Color,Bubble Boy ,English,USA,13000000,2001,2.35
Color,Birthday Girl ,English,UK,13000000,2001,2.35
Color,21 & Over ,English,USA,13000000,2013,2.35
Color,Resurrecting the Champ ,English,USA,13000000,2007,2.35
Color,Admission ,English,USA,13000000,2013,2.35
Color,The Widow of Saint-Pierre ,French,France,100000000,2000,2.35
Color,Brothers ,English,USA,26000000,2009,2.35
Color,The Claim ,English,UK,20000000,2000,2.35
Color,Attack the Block ,English,UK,13000000,2011,2.35
Color,In the Land of Blood and Honey ,Bosnian,USA,13000000,2011,2.35
Color,The Crocodile Hunter: Collision Course ,English,Australia,13000000,2002,2.35
Color,Quest for Fire ,None,Canada,12500000,1981,2.35
Color,Antwone Fisher ,English,USA,12500000,2002,2.35
Color,True Romance ,English,USA,13000000,1993,2.35
Color,Womb ,English,Germany,3660000,2010,2.35
Color,Glengarry Glen Ross ,English,USA,12500000,1992,2.35
Color,The Killer Inside Me ,English,USA,13000000,2010,2.35
Color,Sorority Row ,English,USA,16000000,2009,2.35
Color,Dancer in the Dark ,English,Denmark,12800000,2000,2.35
Color,Oscar and Lucinda ,English,USA,16000000,1997,2.35
Color,Casino Jack ,English,Canada,15000000,2010,2.35
Color,Tae Guk Gi: The Brotherhood of War ,Korean,South Korea,12800000,2004,2.35
 Black and White,The Perfect Game ,English,Canada,12500000,2009,2.35
Color,Jaws ,English,USA,8000000,1975,2.35
Color,Think Like a Man ,English,USA,12000000,2012,2.35
Color,Star Trek II: The Wrath of Khan ,English,USA,11000000,1982,2.35
Color,Act of Valor ,English,USA,12000000,2012,2.35
Color,Step Up ,English,USA,12000000,2006,2.35
Color,The Eye ,English,USA,12000000,2008,2.35
Color,Johnson Family Vacation ,English,USA,12000000,2004,2.35
 Black and White,Casino Royale ,English,UK,150000000,2006,2.35
Color,Rounders ,English,USA,12000000,1998,2.35
Color,Top Five ,English,USA,12000000,2014,2.35
Color,Prophecy ,English,USA,12000000,1979,2.35
Color,The Upside of Anger ,English,USA,9000000,2005,2.35
Color,Paper Towns ,English,USA,12000000,2015,2.35
 Black and White,Nebraska ,English,USA,12000000,2013,2.35
Color,Living Out Loud ,English,USA,12000000,1998,2.35
Color,Just Wright ,English,USA,,2010,2.35
Color,Girl with a Pearl Earring ,English,UK,,2003,2.35
Color,The Alamo ,English,USA,107000000,2004,2.35
Color,About Time ,English,UK,12000000,2013,2.35
Color,House of Flying Daggers ,Mandarin,China,100000000,2004,2.35
Color,Project Almanac ,English,USA,12000000,2015,2.35
Color,Cadillac Records ,English,USA,12000000,2008,2.35
Color,Running with Scissors ,English,USA,12000000,2006,2.35
Color,Two Lovers ,English,USA,12000000,2008,2.35
Color,Last Orders ,English,UK,12000000,2001,2.35
Color,Ravenous ,English,Czech Republic,12000000,1999,2.35
Color,The Great Beauty ,Italian,Italy,9200000,2013,2.35
Color,Stoker ,English,UK,12000000,2013,2.35
 Black and White,2046 ,Cantonese,Hong Kong,12000000,2004,2.35
Color,Welcome to Collinwood ,English,USA,12000000,2002,2.35
Color,The Life Before Her Eyes ,English,USA,8000000,2007,2.35
Color,Darling Companion ,English,USA,,2012,2.35
Color,Trade ,English,Germany,12000000,2007,2.35
Color,Fateless ,Hungarian,Hungary,2500000000,2005,2.35
Color,"A Woman, a Gun and a Noodle Shop ",Mandarin,China,,2009,2.35
 Black and White,City of Life and Death ,Mandarin,China,12000000,2009,2.35
Color,Space Battleship Yamato ,Japanese,Japan,12000000,2010,2.35
Color,5 Days of War ,English,Georgia,20000000,2011,2.35
Color,Triangle ,English,UK,12000000,2009,2.35
Color,Heaven Is for Real ,English,USA,12000000,2014,2.35
Color,The Cry of the Owl ,English,UK,11500000,2009,2.35
Color,A Tale of Three Cities ,Chinese,China,12000000,2015,2.35
Color,Star Wars: Episode IV - A New Hope ,English,USA,11000000,1977,2.35
Color,Dirty Grandpa ,English,USA,11500000,2016,2.35
Color,Doctor Zhivago ,English,USA,11000000,1965,2.35
Color,Trash ,Portuguese,UK,,2014,2.35
Color,The Fighter ,English,USA,25000000,2010,2.35
Color,If I Stay ,English,USA,11000000,2014,2.35
Color,Phone Booth ,English,USA,13000000,2002,2.35
Color,A Walk to Remember ,English,USA,11000000,2002,2.35
Color,History of the World: Part I ,English,USA,11000000,1981,2.35
Color,The Secret Life of Bees ,English,USA,11000000,2008,2.35
Color,Invaders from Mars ,English,USA,12000000,1986,2.35
Color,Quartet ,English,UK,11000000,2012,2.35
Color,Woman in Gold ,English,UK,11000000,2015,2.35
 Black and White,Kinsey ,English,USA,11000000,2004,2.35
Color,The Molly Maguires ,English,USA,11000000,1970,2.35
Color,Romance & Cigarettes ,English,USA,,2005,2.35
Color,Copying Beethoven ,English,USA,11000000,2006,2.35
Color,Poltergeist ,English,USA,10700000,1982,2.35
Color,Brighton Rock ,English,UK,12000000,2010,2.35
Color,Machine Gun McCain ,English,Italy,,1969,2.35
Color,LOL ,English,USA,11000000,2012,2.35
Color,Jindabyne ,English,Australia,15000000,2006,2.35
Color,Kabhi Alvida Naa Kehna ,Hindi,India,700000000,2006,2.35
Color,The Last Days on Mars ,English,UK,7000000,2013,2.35
Color,Darkness ,English,USA,10600000,2002,2.35
Color,In the Land of Women ,English,USA,10000000,2007,2.35
Color,For Greater Glory: The True Story of Cristiada ,Spanish,Mexico,10818775,2012,2.35
Color,Misconduct ,English,USA,11000000,2016,2.35
Color,The Purge: Election Year ,English,France,10000000,2016,2.35
Color,White Noise ,English,UK,10000000,2005,2.35
 Black and White,The Longest Day ,English,USA,10000000,1962,2.35
Color,Bill & Ted's Excellent Adventure ,English,USA,10000000,1989,2.35
Color,Oliver! ,English,UK,10000000,1968,2.35
Color,The Best Exotic Marigold Hotel ,English,UK,10000000,2011,2.35
Color,Mad Max Beyond Thunderdome ,English,Australia,12305523,1985,2.35
Color,The Boy ,English,USA,10000000,2016,2.35
Color,Devil ,English,USA,10000000,2010,2.35
Color,Insidious: Chapter 3 ,English,Canada,10000000,2015,2.35
Color,Dogma ,English,USA,10000000,1999,2.35
Color,The Banger Sisters ,English,USA,10000000,2002,2.35
Color,Road House ,English,USA,17000000,1989,2.35
Color,Swimfan ,English,USA,8500000,2002,2.35
Color,The Outsiders ,English,USA,10000000,1983,2.35
Color,Pete's Dragon ,English,USA,65000000,2016,2.35
Color,Sinister 2 ,English,USA,10000000,2015,2.35
Color,Sparkle ,English,USA,17000000,2012,2.35
Color,Valentine ,English,USA,10000000,2001,2.35
Color,The Fourth Kind ,English,USA,10000000,2009,2.35
Color,A Prairie Home Companion ,English,USA,10000000,2006,2.35
Color,Roll Bounce ,English,USA,,2005,2.35
Color,Rushmore ,English,USA,9000000,1998,2.35
Color,Skyline ,English,USA,10000000,2010,2.35
Color,The Second Best Exotic Marigold Hotel ,English,UK,10000000,2015,2.35
Color,Kung Pow: Enter the Fist ,English,USA,10000000,2002,2.35
Color,The Corruptor ,English,USA,30000000,1999,2.35
Color,Mud ,English,USA,10000000,2012,2.35
Color,My Week with Marilyn ,English,UK,6400000,2011,2.35
Color,The Matador ,English,USA,10000000,2005,2.35
Color,The Gift ,English,USA,5000000,2015,2.35
Color,End of the Spear ,English,USA,10000000,2005,2.35
Color,Get Over It ,English,USA,22000000,2001,2.35
Color,MacGruber ,English,USA,10000000,2010,2.35
Color,The Tourist ,English,USA,100000000,2010,2.35
Color,Over Her Dead Body ,English,USA,10000000,2008,2.35
 Black and White,Seeking a Friend for the End of the World ,English,USA,10000000,2012,2.35
Color,The Collection ,English,USA,10000000,2012,2.35
Color,The Straight Story ,English,France,10000000,1999,2.35
Color,Deuces Wild ,English,USA,10000000,2002,2.35
Color,Bad Words ,English,USA,10000000,2013,2.35
Color,"Run, Fatboy, Run ",English,UK,,2007,2.35
Color,Heartbeeps ,English,USA,10000000,1981,2.35
Color,Black or White ,English,USA,9000000,2014,2.35
Color,Atlas Shrugged II: The Strike ,English,USA,10000000,2012,2.35
Color,Crash ,English,Germany,6500000,2004,2.35
Color,The House of Mirth ,English,UK,10000000,2000,2.35
Color,Peaceful Warrior ,English,Germany,10000000,2006,2.35
Color,Sphinx ,English,USA,14000000,1981,2.35
Color,Nicholas Nickleby ,English,UK,10000000,2002,2.35
Color,Krrish ,Hindi,India,10000000,2006,2.35
Color,The Joneses ,English,USA,5000000,2009,2.35
Color,Owning Mahowny ,English,Canada,10000000,2003,2.35
Color,My Blueberry Nights ,English,Hong Kong,10000000,2007,2.35
Color,The Chambermaid on the Titanic ,French,France,,1997,2.35
Color,Coriolanus ,English,UK,,2011,2.35
Color,Imaginary Heroes ,English,USA,4000000,2004,2.35
Color,Blood Done Sign My Name ,English,USA,,2010,2.35
Color,Elsa & Fred ,English,USA,10000000,2014,2.35
Color,The Open Road ,English,USA,10000000,2009,2.35
Color,The Oxford Murders ,English,Spain,10000000,2008,2.35
Color,The Reef ,English,Australia,,2010,2.35
Color,White Noise 2: The Light ,English,USA,10000000,2007,2.35
Color,You Got Served: Beat the World ,English,Canada,10000000,2011,2.35
Color,Fifty Dead Men Walking ,English,UK,6000000,2008,2.35
Color,Adam Resurrected ,English,Germany,10000000,2008,2.35
Color,Of Horses and Men ,Icelandic,Iceland,10000000,2013,2.35
Color,It's a Wonderful Afterlife ,English,UK,10000000,2010,2.35
Color,Partition ,English,Canada,10000000,2007,2.35
Color,"The Good, the Bad, the Weird ",Korean,South Korea,10000000,2008,2.35
Color,Nurse 3D ,English,USA,10000000,2013,2.35
Color,Gunless ,English,Canada,10000000,2010,2.35
Color,You Only Live Twice ,English,UK,9500000,1967,2.35
Color,Volver ,Spanish,Spain,,2006,2.35
Color,Richard III ,English,UK,6000000,1995,2.35
Color,Melancholia ,English,Denmark,7400000,2011,2.35
Color,Red Dog ,English,Australia,8500000,2011,2.35
Color,Jab Tak Hai Jaan ,Hindi,India,7217600,2012,2.35
Color,Alien ,English,UK,11000000,1979,2.35
Color,The Runaways ,English,USA,10000000,2010,2.35
Color,Fiddler on the Roof ,English,USA,9000000,1971,2.35
Color,Thunderball ,English,UK,9000000,1965,2.35
Color,Detention ,English,USA,10000000,2011,2.35
Color,Loose Cannons ,Italian,Italy,,2010,2.35
Color,Set It Off ,English,USA,9000000,1996,2.35
Color,The Purge: Anarchy ,English,USA,9000000,2014,2.35
Color,Black Christmas ,English,USA,9000000,2006,2.35
Color,Breakin' All the Rules ,English,USA,,2004,2.35
Color,Igby Goes Down ,English,USA,9000000,2002,2.35
Color,Gracie ,English,USA,9000000,2007,2.35
Color,Trust the Man ,English,USA,9000000,2005,2.35
Color,The Wailing ,Korean,South Korea,,2016,2.35
Color,Barbecue ,French,France,,2014,2.35
Color,Princess Kaiulani ,English,USA,9000000,2009,2.35
Color,Heist ,English,USA,19000000,2015,2.35
Color,Flame and Citron ,Danish,Denmark,45000000,2008,2.35
Color,Undiscovered ,English,Germany,9000000,2005,2.35
Color,The Girl on the Train ,French,France,,2009,2.35
Color,Veronika Decides to Die ,English,USA,9000000,2009,2.35
Color,Crocodile Dundee ,English,Australia,8800000,1986,2.35
Color,The I Inside ,English,UK,8800000,2004,2.35
Color,Beneath Hill 60 ,English,Australia,9000000,2010,2.35
Color,Awake ,English,USA,8600000,2007,2.35
Color,Star Wars: The Clone Wars             ,English,USA,,,2.35
Color,Skin Trade ,English,Thailand,9000000,2014,2.35
Color,The Lost Boys ,English,USA,,1987,2.35
Color,Crazy Heart ,English,USA,7000000,2009,2.35
Color,Barbarella ,English,France,9000000,1968,2.35
Color,Shipwrecked ,English,Norway,60000000,1990,2.35
Color,Election ,English,USA,8000000,1999,2.35
Color,The DUFF ,English,USA,8500000,2015,2.35
Color,Glitter ,English,USA,22000000,2001,2.35
Color,The Haunting in Connecticut 2: Ghosts of Georgia ,English,USA,9000000,2013,2.35
Color,Silmido ,Korean,South Korea,8000000,2003,2.35
Color,My Name Is Khan ,Hindi,India,12000000,2010,2.35
Color,All Is Lost ,English,USA,9000000,2013,2.35
Color,Pulp Fiction ,English,USA,8000000,1994,2.35
Color,Nightcrawler ,English,USA,8500000,2014,2.35
Color,Club Dread ,English,USA,8550000,2004,2.35
Color,The Sound of Music ,English,USA,8200000,1965,2.35
Color,Little Miss Sunshine ,English,USA,8000000,2006,2.35
Color,A Thin Line Between Love and Hate ,English,USA,8000000,1996,2.35
Color,That Awkward Moment ,English,USA,8000000,2014,2.35
Color,On Her Majesty's Secret Service ,English,UK,7000000,1969,2.35
Color,Akeelah and the Bee ,English,USA,,2006,2.35
Color,Syriana ,English,USA,50000000,2005,2.35
Color,American Psycho ,English,USA,7000000,2000,2.35
Color,Bon Cop Bad Cop ,English,Canada,8000000,2006,2.35
Color,The Boondock Saints II: All Saints Day ,English,USA,8000000,2009,2.35
 Black and White,Shadow of the Vampire ,English,UK,8000000,2000,2.35
Color,Woman on Top ,English,USA,8000000,2000,2.35
Color,Howards End ,English,UK,,1992,2.35
Color,Anomalisa ,English,USA,8000000,2015,2.35
Color,Another Year ,English,UK,10000000,2010,2.35
Color,Made in Dagenham ,English,UK,7200000,2010,2.35
Color,When Did You Last See Your Father? ,English,UK,8000000,2007,2.35
Color,Down in the Valley ,English,USA,8000000,2005,2.35
Color,Brooklyn Rules ,English,USA,8000000,2007,2.35
Color,The Land Girls ,English,UK,,1998,2.35
 Black and White,Fido ,English,Canada,8000000,2006,2.35
Color,The Wendell Baker Story ,English,USA,8000000,2005,2.35
Color,Wild Target ,English,UK,8000000,2010,2.35
Color,Pathology ,English,USA,8000000,2008,2.35
Color,10th & Wolf ,English,USA,8000000,2006,2.35
Color,Aloft ,English,Spain,8000000,2014,2.35
Color,The Death and Life of Bobby Z ,English,USA,22000000,2007,2.35
Color,The Rocket: The Legend of Rocket Richard ,French,Canada,8000000,2005,2.35
Color,My Lucky Star ,Chinese,China,,2013,2.35
Color,Imagine Me & You ,English,UK,7900000,2005,2.35
Color,Mr. Church ,English,USA,8000000,2016,2.35
Color,Green Street 3: Never Back Down ,English,UK,,2013,2.35
Color,Rumble in the Bronx ,Cantonese,Hong Kong,7500000,1995,2.35
Color,Far from Men ,French,France,7700000,2014,2.35
Color,Thank You for Smoking ,English,USA,6500000,2005,2.35
Color,Hostel: Part II ,English,USA,10000000,2007,2.35
Color,An Education ,English,UK,4500000,2009,2.35
Color,Shopgirl ,English,USA,,2005,2.35
Color,Code 46 ,English,UK,7500000,2003,2.35
Color,Crash ,English,Germany,6500000,2004,2.35
Color,Albert Nobbs ,English,UK,8000000,2011,2.35
Color,The Wave ,German,Germany,5000000,2008,2.35
Color,The Neon Demon ,English,France,7000000,2016,2.35
Color,Harry Brown ,English,UK,7300000,2009,2.35
Color,Spider-Man 3 ,English,USA,258000000,2007,2.35
Color,Diamonds Are Forever ,English,UK,7200000,1971,2.35
Color,500 Days of Summer ,English,USA,7500000,2009,2.35
Color,Magic Mike ,English,USA,7000000,2012,2.35
Color,Darkness Falls ,English,USA,11000000,2003,2.35
Color,"Definitely, Maybe ",English,Germany,,2008,2.35
Color,The Great Gatsby ,English,Australia,105000000,2013,2.35
Color,Capote ,English,Canada,7000000,2005,2.35
Color,The Claim ,English,UK,20000000,2000,2.35
Color,Logan's Run ,English,USA,9000000,1976,2.35
Color,The Descent ,English,UK,3500000,2005,2.35
Color,Dope ,English,USA,7000000,2015,2.35
Color,In Too Deep ,English,USA,7000000,1999,2.35
Color,Skyfall ,English,UK,200000000,2012,2.35
Color,Get Low ,English,USA,7500000,2009,2.35
Color,A Single Man ,English,USA,7000000,2009,2.35
Color,Bride & Prejudice ,English,UK,7000000,2004,2.35
Color,Rabbit-Proof Fence ,Aboriginal,Australia,6000000,2002,2.35
Color,Veer-Zaara ,Hindi,India,7000000,2004,2.35
Color,Redbelt ,English,USA,7000000,2008,2.35
Color,We Need to Talk About Kevin ,English,UK,7000000,2011,2.35
Color,The Mighty Macs ,English,USA,7000000,2009,2.35
Color,Mother and Child ,English,USA,4825000,2009,2.35
Color,Les visiteurs ,French,France,50000000,1993,2.35
Color,I Hope They Serve Beer in Hell ,English,USA,,2009,2.35
Color,Hesher ,English,USA,7000000,2010,2.35
Color,Dom Hemingway ,English,UK,,2013,2.35
Color,Gerry ,English,USA,3500000,2002,2.35
Color,The Extra Man ,English,USA,7000000,2010,2.35
Color,Wah-Wah ,English,UK,7000000,2005,2.35
 Black and White,The Boondock Saints ,English,Canada,7000000,1999,2.35
Color,Z Storm ,Cantonese,Hong Kong,7000000,2014,2.35
Color,Pale Rider ,English,USA,6900000,1985,2.35
Color,Two Lovers and a Bear ,English,Canada,8700000,2016,2.35
Color,Criminal Activities ,English,USA,7000000,2015,2.35
Color,The Chumscrubber ,English,USA,6800000,2005,2.35
Color,Shade ,English,USA,6800000,2003,2.35
Color,House at the End of the Street ,English,Canada,6900000,2012,2.35
Color,"Remember Me, My Love ",Italian,Italy,5000000,2003,2.35
Color,Perrier's Bounty ,English,Ireland,,2009,2.35
Color,Annabelle ,English,USA,6500000,2014,2.35
Color,Bran Nue Dae ,English,Australia,6500000,2009,2.35
Color,Dressed to Kill ,English,USA,6500000,1980,2.35
Color,Go ,English,USA,6500000,1999,2.35
Color,Friends with Money ,English,USA,6500000,2006,2.35
Color,The Andromeda Strain ,English,USA,6500000,1971,2.35
Color,Bats ,English,USA,6500000,1999,2.35
Color,Nowhere in Africa ,English,Germany,7000000,2001,2.35
Color,Shame ,English,UK,6500000,2011,2.35
Color,Layer Cake ,English,UK,4000000,2004,2.35
Color,The Work and the Glory II: American Zion ,English,USA,6500000,2005,2.35
Color,The East ,English,UK,6500000,2013,2.35
Color,A Home at the End of the World ,English,USA,6500000,2004,2.35
Color,The Messenger ,English,USA,6500000,2009,2.35
Color,Tracker ,English,New Zealand,6500000,2010,2.35
 Black and White,Control ,English,UK,4500000,2007,2.35
Color,Grease ,English,USA,6000000,1978,2.35
Color,Butch Cassidy and the Sundance Kid ,English,USA,6000000,1969,2.35
Color,Around the World in 80 Days ,English,USA,110000000,2004,2.35
Color,The Usual Suspects ,English,USA,6000000,1995,2.35
Color,The Wrestler ,English,USA,6000000,2008,2.35
Color,Escape from New York ,English,UK,6000000,1981,2.35
Color,Mr. Nice Guy ,English,Hong Kong,,1997,2.35
Color,The Last King of Scotland ,English,UK,6000000,2006,2.35
Color,Casa de mi Padre ,Spanish,USA,6000000,2012,2.35
Color,The Guard ,English,Ireland,6000000,2011,2.35
Color,Wish I Was Here ,English,USA,6000000,2014,2.35
Color,Simply Irresistible ,English,Germany,6000000,1999,2.35
Color,Goddess of Love ,English,USA,,2015,2.35
Color,Shattered Glass ,English,USA,6000000,2003,2.35
Color,The Wild Bunch ,English,USA,6244087,1969,2.35
Color,The Wackness ,English,USA,6000000,2008,2.35
Color,The Greatest ,English,USA,6000000,2009,2.35
,Snow Flower and the Secret Fan ,English,China,6000000,2011,2.35
Color,Lucky Break ,English,UK,6000000,2001,2.35
Color,Men of War ,English,USA,8600000,1994,2.35
Color,Deadfall ,English,USA,12000000,2012,2.35
Color,A Shine of Rainbows ,English,Canada,6000000,2009,2.35
Color,Winter in Wartime ,Dutch,Netherlands,4000000,2008,2.35
Color,Trade of Innocents ,English,USA,,2012,2.35
Color,Don Jon ,English,USA,3000000,2013,2.35
Color,High Plains Drifter ,English,USA,5500000,1973,2.35
Color,Galaxina ,English,USA,,1980,2.35
Color,The Chorus ,French,France,5500000,2004,2.35
Color,Harvard Man ,English,USA,5500000,2001,2.35
Color,Irreversible ,French,France,,2002,2.35
Color,Rang De Basanti ,Hindi,India,,2006,2.35
Color,Animals ,English,USA,,2014,2.35
Color,Grabbers ,English,UK,4000000,2012,2.35
Color,Insidious: Chapter 2 ,English,USA,5000000,2013,2.35
Color,10 Cloverfield Lane ,English,USA,15000000,2016,2.35
Color,Lights Out ,English,USA,4900000,2016,2.35
Color,Ouija ,English,USA,5000000,2014,2.35
Color,The Gift ,English,USA,5000000,2015,2.35
Color,The Return of the Pink Panther ,English,UK,5000000,1975,2.35
 Black and White,The Elephant Man ,English,USA,5000000,1980,2.35
Color,Dallas Buyers Club ,English,USA,5000000,2013,2.35
Color,The Lazarus Effect ,English,USA,3300000,2015,2.35
 Black and White,Memento ,English,USA,9000000,2000,2.35
Color,Oculus ,English,USA,5000000,2013,2.35
Color,The Man from Snowy River ,English,Australia,3500000,1982,2.35
Color,Race ,English,Canada,,2016,2.35
Color,Spring Breakers ,English,USA,5000000,2012,2.35
Color,Shaun of the Dead ,English,UK,4000000,2004,2.35
Color,Lone Star ,English,USA,5000000,1996,2.35
Color,April Fool's Day ,English,USA,5000000,1986,2.35
Color,Sunshine Cleaning ,English,USA,8000000,2008,2.35
Color,The Barbarian Invasions ,French,Canada,6000000,2003,2.35
 Black and White,Force 10 from Navarone ,English,UK,5000000,1978,2.35
Color,Grandma's Boy ,English,USA,,2006,2.35
Color,Once Upon a Time in the West ,English,Italy,5000000,1968,2.35
Color,Moon ,English,UK,5000000,2009,2.35
Color,The Sweet Hereafter ,English,Canada,5000000,1997,2.35
Color,Of Gods and Men ,French,France,4000000,2010,2.35
Color,Bottle Shock ,English,USA,5000000,2008,2.35
Color,Heavenly Creatures ,English,New Zealand,5000000,1994,2.35
Color,90 Minutes in Heaven ,English,USA,5000000,2015,2.35
Color,Everything Must Go ,English,USA,5000000,2010,2.35
Color,The Machinist ,English,Spain,5000000,2004,2.35
Color,Kill the Messenger ,English,USA,5000000,2014,2.35
Color,Green Room ,English,USA,5000000,2015,2.35
Color,The Oh in Ohio ,English,USA,5000000,2006,2.35
Color,Albino Alligator ,English,USA,5000000,1996,2.35
Color,"Gandhi, My Father ",Hindi,India,,2007,2.35
Color,Standard Operating Procedure ,English,USA,,2008,2.35
Color,Tucker and Dale vs Evil ,English,Canada,,2010,2.35
Color,Fascination ,English,Germany,5000000,2004,2.35
Color,Sleep Tight ,Spanish,Spain,5000000,2011,2.35
Color,The Cottage ,English,UK,2500000,2008,2.35
Color,Dying of the Light ,English,Bahamas,5000000,2014,2.35
Color,Capricorn One ,English,USA,5000000,1977,2.35
Color,The Awakening ,English,UK,3000000,2011,2.35
Color,Hostel ,English,USA,4800000,2005,2.35
Color,Tristram Shandy: A Cock and Bull Story ,English,UK,2800000,2005,2.35
Color,Take Shelter ,English,USA,5000000,2011,2.35
Color,Pat Garrett & Billy the Kid ,English,USA,4638783,1973,2.35
Color,All Hat ,English,Canada,5000000,2007,2.35
Color,25th Hour ,English,USA,15000000,2002,2.35
Color,Moms' Night Out ,English,USA,5000000,2014,2.35
Color,Donnie Darko ,English,USA,4500000,2001,2.35
Color,Saving Private Perez ,Spanish,Mexico,,2011,2.35
Color,Lady Vengeance ,Korean,South Korea,4200000000,2005,2.35
Color,Exiled ,Cantonese,Hong Kong,35000000,2006,2.35
Color,Blackthorn ,English,Spain,,2011,2.35
Color,After.Life ,English,USA,4500000,2009,2.35
Color,Airlift ,Hindi,India,4400000,2016,2.35
Color,The Sweeney ,English,UK,3000000,2012,2.35
Color,Sexy Beast ,English,UK,,2000,2.35
Color,Easy Money ,Swedish,Sweden,,2010,2.35
Color,Whale Rider ,English,New Zealand,6000000,2002,2.35
Color,Paa ,Hindi,India,150000000,2009,2.35
Color,Cargo ,German,Switzerland,4500000,2009,2.35
Color,Pan ,English,USA,150000000,2015,2.35
Color,The Crying Game ,English,UK,2300000,1992,2.35
Color,Survival of the Dead ,English,USA,4000000,2009,2.35
Color,Exodus: Gods and Kings ,English,UK,140000000,2014,2.35
Color,Monster's Ball ,English,USA,4000000,2001,2.35
Color,Maggie ,English,USA,8500000,2015,2.35
Color,The Front Page ,English,USA,4000000,1974,2.35
Color,The Boy Next Door ,English,USA,4000000,2015,2.35
Color,Trapeze ,English,USA,4000000,1956,2.35
Color,They Live ,English,USA,4000000,1988,2.35
Color,The Great Escape ,English,USA,4000000,1963,2.35
Color,The Last Exorcism Part II ,English,France,5000000,2013,2.35
Color,Planet of the Apes ,English,USA,100000000,2001,2.35
Color,The Cooler ,English,USA,3200000,2003,2.35
Color,My Soul to Take ,English,USA,25000000,2010,2.35
Color,The Orphanage ,Spanish,Spain,3400000,2007,2.35
